xi_m,rs_hat,sigma_hat,g0_calibration,mass_target_kg,mass_deficit_kg,mass_deficit_inner_kg,mass_ratio,mass_ratio_inner,newton_at_hydro_ref,f_profile,alpha_g_profile,newton_fit_annulus,newton_holdout,newton_inner_train,f_inner_train,newton_outer_after_inner_f,r_join_m,r_train_hi_m,r_holdout_lo_m,r_holdout_hi_m
5e-08,1.0,0.6,matched,6.7329546075005444e+19,9472.96297166755,0.16139590364008674,1.406954825020597e-16,2.3971036944210333e-21,0.9820055263813441,1.0183242080978556,3.582131510556018e-36,0.9999999999999973,1.0106770992204257,0.897219480736726,1.1145544891411394,1.106184738662355,6e-07,1e-06,7.952326163081542e-06,1.35e-05
5e-08,1.0,0.6,hydro_newton,6.7329546075005444e+19,9472.962973556021,0.16139779210980137,1.4069548253010786e-16,2.397131742578562e-21,0.9820055263813441,1.0183242080978556,3.582131510556018e-36,0.9999999999999973,1.0106770992204257,0.897219480736726,1.1145544891411394,1.106184738662355,6e-07,1e-06,7.952326163081542e-06,1.35e-05
