xi_m,rs_hat,sigma_par,sigma_perp,sigma_eff,gamma0,newton_at_hydro_ref,f_profile,alpha_g_hydro_ref
5e-08,0.5,0.6,0.6,0.6,550.085945860642,0.991005908464758,1.0090757193861493,3.517672939590762e-36
5e-08,0.5,0.8,0.4,0.5656854249492381,1856.5400672796661,0.991005908464758,1.0090757193861493,3.517672939590762e-36
5e-08,0.5,0.4,0.8,0.5656854249492381,232.06750840995826,0.991005908464758,1.0090757193861493,3.517672939590762e-36
5e-08,1.0,0.6,0.6,0.6,550.085945860642,0.9820055263813441,1.0183242080978556,3.517672939590762e-36
5e-08,1.0,0.8,0.4,0.5656854249492381,1856.5400672796661,0.9820055263813441,1.0183242080978556,3.517672939590762e-36
5e-08,1.0,0.4,0.8,0.5656854249492381,232.06750840995826,0.9820055263813441,1.0183242080978556,3.517672939590762e-36
5e-08,2.0,0.6,0.6,0.6,550.085945860642,0.964004762214572,1.0373392738255125,3.517672939590762e-36
5e-08,2.0,0.8,0.4,0.5656854249492381,1856.5400672796661,0.964004762214572,1.0373392738255125,3.517672939590762e-36
5e-08,2.0,0.4,0.8,0.5656854249492381,232.06750840995826,0.964004762214572,1.0373392738255125,3.517672939590762e-36
