rs_hat,rho_join,delta_m_inner_frac,feedback_over_sink_max,newton_v3,newton_cpl,z_phi,z_sqrt_rho,z_gr,q_over_phi_join
0.5,0.9184027777777779,0.20020020020021978,0.0,0.9910059084647568,0.9895409783209076,0.0,0.0,0.22474487139158894,7.213637833687901e-32
1.0,0.8402777777777777,-0.909479560486819,0.0,0.9820055263813423,0.9790733975459607,0.0,0.0,0.22474487139158894,1.1573988586311276e-30
2.0,0.6944444444444445,5.330950171152087,0.0,0.9640047622145711,0.9581382359960379,0.0,0.0,0.22474487139158894,8.333965275373233e-32
4.0,0.44444444444444453,0.20020020020021978,0.0,0.9280032338809989,0.9162679128962116,0.4999999999999998,0.4999999999999998,0.22474487139158894,1.0591336034403295e-31
