d_m,d_nm,chi_bulk,delta_F_over_F_Cas,F_over_F_Cas,eta,a_vac_imposed_m,kappa,xi_m
2.379397e-07,237.939698,4.867060e-02,1.81082952e-03,1.00181083e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.407035e-07,240.703518,4.614957e-02,1.69972434e-03,1.00169972e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.434673e-07,243.467337,4.373760e-02,1.59465288e-03,1.00159465e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.462312e-07,246.231156,4.143193e-02,1.49535705e-03,1.00149536e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.489950e-07,248.994975,3.922970e-02,1.40158375e-03,1.00140158e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.517588e-07,251.758794,3.712793e-02,1.31308527e-03,1.00131309e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.545226e-07,254.522613,3.512359e-02,1.22961983e-03,1.00122962e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.572864e-07,257.286432,3.321355e-02,1.15095185e-03,1.00115095e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.600503e-07,260.050251,3.139469e-02,1.07685231e-03,1.00107685e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.628141e-07,262.814070,2.966381e-02,1.00709898e-03,1.00100710e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.655779e-07,265.577889,2.801777e-02,9.41476585e-04,1.00094148e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.683417e-07,268.341709,2.645337e-02,8.79776981e-04,1.00087978e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.711055e-07,271.105528,2.496749e-02,8.21799228e-04,1.00082180e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.738693e-07,273.869347,2.355702e-02,7.67349655e-04,1.00076735e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.766332e-07,276.633166,2.221887e-02,7.16241876e-04,1.00071624e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.793970e-07,279.396985,2.095004e-02,6.68296773e-04,1.00066830e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.821608e-07,282.160804,1.974756e-02,6.23342454e-04,1.00062334e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.849246e-07,284.924623,1.860854e-02,5.81214178e-04,1.00058121e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.876884e-07,287.688442,1.753015e-02,5.41754264e-04,1.00054175e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.904523e-07,290.452261,1.650965e-02,5.04811968e-04,1.00050481e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.932161e-07,293.216080,1.554437e-02,4.70243355e-04,1.00047024e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.959799e-07,295.979899,1.463170e-02,4.37911146e-04,1.00043791e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
2.987437e-07,298.743719,1.376915e-02,4.07684558e-04,1.00040768e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.015075e-07,301.507538,1.295429e-02,3.79439125e-04,1.00037944e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.042714e-07,304.271357,1.218479e-02,3.53056524e-04,1.00035306e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.070352e-07,307.035176,1.145838e-02,3.28424377e-04,1.00032842e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.097990e-07,309.798995,1.077291e-02,3.05436060e-04,1.00030544e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.125628e-07,312.562814,1.012629e-02,2.83990504e-04,1.00028399e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.153266e-07,315.326633,9.516523e-03,2.63991993e-04,1.00026399e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.180905e-07,318.090452,8.941696e-03,2.45349963e-04,1.00024535e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.208543e-07,320.854271,8.399975e-03,2.27978793e-04,1.00022798e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.236181e-07,323.618090,7.889605e-03,2.11797611e-04,1.00021180e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.263819e-07,326.381910,7.408912e-03,1.96730089e-04,1.00019673e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.291457e-07,329.145729,6.956295e-03,1.82704246e-04,1.00018270e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.319095e-07,331.909548,6.530230e-03,1.69652252e-04,1.00016965e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.346734e-07,334.673367,6.129263e-03,1.57510239e-04,1.00015751e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.374372e-07,337.437186,5.752011e-03,1.46218113e-04,1.00014622e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.402010e-07,340.201005,5.397155e-03,1.35719371e-04,1.00013572e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.429648e-07,342.964824,5.063444e-03,1.25960925e-04,1.00012596e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.457286e-07,345.728643,4.749689e-03,1.16892928e-04,1.00011689e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.484925e-07,348.492462,4.454761e-03,1.08468610e-04,1.00010847e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.512563e-07,351.256281,4.177588e-03,1.00644112e-04,1.00010064e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.540201e-07,354.020101,3.917153e-03,9.33783367e-05,1.00009338e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.567839e-07,356.783920,3.672493e-03,8.66327936e-05,1.00008663e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.595477e-07,359.547739,3.442698e-03,8.03714581e-05,1.00008037e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.623116e-07,362.311558,3.226901e-03,7.45606324e-05,1.00007456e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.650754e-07,365.075377,3.024288e-03,6.91688136e-05,1.00006917e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.678392e-07,367.839196,2.834084e-03,6.41665669e-05,1.00006417e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.706030e-07,370.603015,2.655559e-03,5.95264051e-05,1.00005953e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.733668e-07,373.366834,2.488022e-03,5.52226733e-05,1.00005522e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.761307e-07,376.130653,2.330822e-03,5.12314391e-05,1.00005123e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.788945e-07,378.894472,2.183342e-03,4.75303881e-05,1.00004753e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.816583e-07,381.658291,2.045001e-03,4.40987247e-05,1.00004410e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.844221e-07,384.422111,1.915251e-03,4.09170782e-05,1.00004092e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.871859e-07,387.185930,1.793576e-03,3.79674129e-05,1.00003797e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.899497e-07,389.949749,1.679486e-03,3.52329444e-05,1.00003523e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.927136e-07,392.713568,1.572523e-03,3.26980586e-05,1.00003270e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.954774e-07,395.477387,1.472254e-03,3.03482370e-05,1.00003035e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
3.982412e-07,398.241206,1.378271e-03,2.81699848e-05,1.00002817e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.010050e-07,401.005025,1.290189e-03,2.61507636e-05,1.00002615e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.037688e-07,403.768844,1.207648e-03,2.42789283e-05,1.00002428e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.065327e-07,406.532663,1.130307e-03,2.25436670e-05,1.00002254e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.092965e-07,409.296482,1.057847e-03,2.09349451e-05,1.00002093e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.120603e-07,412.060302,9.899649e-04,1.94434522e-05,1.00001944e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.148241e-07,414.824121,9.263789e-04,1.80605528e-05,1.00001806e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.175879e-07,417.587940,8.668225e-04,1.67782396e-05,1.00001678e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.203518e-07,420.351759,8.110452e-04,1.55890899e-05,1.00001559e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.231156e-07,423.115578,7.588121e-04,1.44862249e-05,1.00001449e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.258794e-07,425.879397,7.099019e-04,1.34632711e-05,1.00001346e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.286432e-07,428.643216,6.641073e-04,1.25143250e-05,1.00001251e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.314070e-07,431.407035,6.212330e-04,1.16339191e-05,1.00001163e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.341709e-07,434.170854,5.810961e-04,1.08169911e-05,1.00001082e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.369347e-07,436.934673,5.435246e-04,1.00588545e-05,1.00001006e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.396985e-07,439.698492,5.083571e-04,9.35517130e-06,1.00000936e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.424623e-07,442.462312,4.754421e-04,8.70192701e-06,1.00000870e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.452261e-07,445.226131,4.446375e-04,8.09540664e-06,1.00000810e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.479899e-07,447.989950,4.158099e-04,7.53217286e-06,1.00000753e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.507538e-07,450.753769,3.888341e-04,7.00904551e-06,1.00000701e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.535176e-07,453.517588,3.635929e-04,6.52308253e-06,1.00000652e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.562814e-07,456.281407,3.399760e-04,6.07156227e-06,1.00000607e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.590452e-07,459.045226,3.178803e-04,5.65196705e-06,1.00000565e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.618090e-07,461.809045,2.972090e-04,5.26196791e-06,1.00000526e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.645729e-07,464.572864,2.778713e-04,4.89941040e-06,1.00000490e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.673367e-07,467.336683,2.597822e-04,4.56230150e-06,1.00000456e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.701005e-07,470.100503,2.428620e-04,4.24879739e-06,1.00000425e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.728643e-07,472.864322,2.270359e-04,3.95719216e-06,1.00000396e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.756281e-07,475.628141,2.122339e-04,3.68590741e-06,1.00000369e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.783920e-07,478.391960,1.983904e-04,3.43348252e-06,1.00000343e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.811558e-07,481.155779,1.854439e-04,3.19856570e-06,1.00000320e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.839196e-07,483.919598,1.733369e-04,2.97990573e-06,1.00000298e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.866834e-07,486.683417,1.620154e-04,2.77634427e-06,1.00000278e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.894472e-07,489.447236,1.514289e-04,2.58680879e-06,1.00000259e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.922111e-07,492.211055,1.415302e-04,2.41030604e-06,1.00000241e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.949749e-07,494.974874,1.322748e-04,2.24591597e-06,1.00000225e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
4.977387e-07,497.738693,1.236214e-04,2.09278616e-06,1.00000209e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.005025e-07,500.502513,1.155310e-04,1.95012668e-06,1.00000195e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.032663e-07,503.266332,1.079674e-04,1.81720532e-06,1.00000182e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.060302e-07,506.030151,1.008964e-04,1.69334320e-06,1.00000169e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.087940e-07,508.793970,9.428627e-05,1.57791071e-06,1.00000158e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.115578e-07,511.557789,8.810713e-05,1.47032378e-06,1.00000147e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.143216e-07,514.321608,8.233107e-05,1.37004043e-06,1.00000137e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.170854e-07,517.085427,7.693198e-05,1.27655759e-06,1.00000128e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.198492e-07,519.849246,7.188541e-05,1.18940818e-06,1.00000119e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.226131e-07,522.613065,6.716847e-05,1.10815838e-06,1.00000111e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.253769e-07,525.376884,6.275978e-05,1.03240516e-06,1.00000103e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.281407e-07,528.140704,5.863930e-05,9.61773962e-07,1.00000096e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.309045e-07,530.904523,5.478830e-05,8.95916610e-07,1.00000090e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.336683e-07,533.668342,5.118925e-05,8.34509318e-07,1.00000083e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.364322e-07,536.432161,4.782576e-05,7.77250914e-07,1.00000078e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.391960e-07,539.195980,4.468248e-05,7.23861163e-07,1.00000072e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.419598e-07,541.959799,4.174507e-05,6.74079242e-07,1.00000067e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.447236e-07,544.723618,3.900012e-05,6.27662319e-07,1.00000063e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.474874e-07,547.487437,3.643508e-05,5.84384252e-07,1.00000058e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.502513e-07,550.251256,3.403820e-05,5.44034379e-07,1.00000054e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.530151e-07,553.015075,3.179851e-05,5.06416410e-07,1.00000051e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.557789e-07,555.778894,2.970575e-05,4.71347394e-07,1.00000047e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.585427e-07,558.542714,2.775032e-05,4.38656778e-07,1.00000044e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.613065e-07,561.306533,2.592325e-05,4.08185520e-07,1.00000041e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.640704e-07,564.070352,2.421614e-05,3.79785287e-07,1.00000038e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.668342e-07,566.834171,2.262114e-05,3.53317701e-07,1.00000035e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.695980e-07,569.597990,2.113093e-05,3.28653644e-07,1.00000033e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.723618e-07,572.361809,1.973863e-05,3.05672620e-07,1.00000031e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.751256e-07,575.125628,1.843785e-05,2.84262159e-07,1.00000028e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.778894e-07,577.889447,1.722259e-05,2.64317265e-07,1.00000026e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.806533e-07,580.653266,1.608724e-05,2.45739908e-07,1.00000025e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.834171e-07,583.417085,1.502656e-05,2.28438549e-07,1.00000023e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
5.861809e-07,586.180905,1.403567e-05,2.12327703e-07,1.00000021e+00,8.000000e-02,3.141593e-07,1.200000e-01,5.000000e-08
