d_m,d_nm,chi_bulk,delta_F_over_F_Cas,F_over_F_Cas,eta,a_vac_imposed_m,kappa,xi_m,delta_joint_fit
5.816583e-07,581.658291,1.569316e-05,2.22127780e-07,1.00000022e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.23956411e-06
5.874372e-07,587.437186,1.360708e-05,1.90584287e-07,1.00000019e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.09326314e-06
5.932161e-07,593.216080,1.179776e-05,1.63321254e-07,1.00000016e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-9.63692959e-07
5.989950e-07,598.994975,1.022857e-05,1.39790394e-07,1.00000014e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-8.49022647e-07
6.047739e-07,604.773869,8.867742e-06,1.19509888e-07,1.00000012e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-7.47608645e-07
6.105528e-07,610.552764,7.687661e-06,1.02056439e-07,1.00000010e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-6.57977704e-07
6.163317e-07,616.331658,6.664378e-06,8.70583781e-08,1.00000009e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-5.78811036e-07
6.221106e-07,622.110553,5.777103e-06,7.41896333e-08,1.00000007e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-5.08929617e-07
6.278894e-07,627.889447,5.007795e-06,6.31644444e-08,1.00000006e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-4.47280646e-07
6.336683e-07,633.668342,4.340799e-06,5.37326988e-08,1.00000005e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-3.92925086e-07
6.394472e-07,639.447236,3.762532e-06,4.56758064e-08,1.00000005e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-3.45026269e-07
6.452261e-07,645.226131,3.261212e-06,3.88030377e-08,1.00000004e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-3.02839487e-07
6.510050e-07,651.005025,2.826615e-06,3.29482664e-08,1.00000003e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-2.65702520e-07
6.567839e-07,656.783920,2.449874e-06,2.79670695e-08,1.00000003e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-2.33027033e-07
6.625628e-07,662.562814,2.123298e-06,2.37341396e-08,1.00000002e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-2.04290785e-07
6.683417e-07,668.341709,1.840216e-06,2.01409801e-08,1.00000002e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.79030585e-07
6.741206e-07,674.120603,1.594842e-06,1.70938487e-08,1.00000002e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.56835941e-07
6.798995e-07,679.899497,1.382160e-06,1.45119272e-08,1.00000001e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.37343332e-07
6.856784e-07,685.678392,1.197819e-06,1.23256930e-08,1.00000001e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.20231069e-07
6.914573e-07,691.457286,1.038046e-06,1.04754731e-08,1.00000001e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.05214675e-07
6.972362e-07,697.236181,8.995697e-07,8.91016234e-09,1.00000001e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-9.20427473e-08
7.030151e-07,703.015075,7.795546e-07,7.58608980e-09,1.00000001e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-8.04932510e-08
7.087940e-07,708.793970,6.755415e-07,6.46601888e-09,1.00000001e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-7.03702100e-08
7.145729e-07,714.572864,5.853985e-07,5.51826707e-09,1.00000001e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-6.15007491e-08
7.203518e-07,720.351759,5.072775e-07,4.71593363e-09,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-5.37324570e-08
7.261307e-07,726.130653,4.395764e-07,4.03622361e-09,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-4.69310372e-08
7.319095e-07,731.909548,3.809063e-07,3.45985811e-09,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-4.09782174e-08
7.376884e-07,737.688442,3.300633e-07,2.97056113e-09,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-3.57698902e-08
7.434673e-07,743.467337,2.860039e-07,2.55461469e-09,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-3.12144618e-08
7.492462e-07,749.246231,2.478235e-07,2.20047405e-09,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-2.72313863e-08
7.550251e-07,755.025126,2.147381e-07,1.89843618e-09,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-2.37498657e-08
7.608040e-07,760.804020,1.860681e-07,1.64035493e-09,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-2.07076982e-08
7.665829e-07,766.582915,1.612246e-07,1.41939709e-09,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.80502580e-08
7.723618e-07,772.361809,1.396971e-07,1.22983414e-09,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.57295932e-08
7.781407e-07,778.140704,1.210432e-07,1.06686507e-09,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.37036273e-08
7.839196e-07,783.919598,1.048795e-07,9.26466028e-10,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.19354543e-08
7.896985e-07,789.698492,9.087362e-08,8.05263211e-10,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.03927159e-08
7.954774e-07,795.477387,7.873765e-08,7.00425676e-10,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-9.04705204e-09
8.012563e-07,801.256281,6.822203e-08,6.09575241e-10,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-7.87361576e-09
8.070352e-07,807.035176,5.911048e-08,5.30710968e-10,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-6.85064619e-09
8.128141e-07,812.814070,5.121558e-08,4.62146035e-10,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-5.95909185e-09
8.185930e-07,818.592965,4.437492e-08,4.02455102e-10,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-5.18227912e-09
8.243719e-07,824.371859,3.844777e-08,3.50430545e-10,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-4.50562038e-09
8.301508e-07,830.150754,3.331217e-08,3.05046128e-10,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-3.91635727e-09
8.359296e-07,835.929648,2.886243e-08,2.65426916e-10,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-3.40333492e-09
8.417085e-07,841.708543,2.500698e-08,2.30824400e-10,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-2.95680355e-09
8.474874e-07,847.487437,2.166646e-08,2.00595946e-10,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-2.56824411e-09
8.532663e-07,853.266332,1.877212e-08,1.74187836e-10,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-2.23021524e-09
8.590452e-07,859.045226,1.626437e-08,1.51121280e-10,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.93621887e-09
8.648241e-07,864.824121,1.409158e-08,1.30980866e-10,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.68058236e-09
8.706030e-07,870.603015,1.220903e-08,1.13405018e-10,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.45835506e-09
8.763819e-07,876.381910,1.057795e-08,9.80781014e-11,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.26521767e-09
8.821608e-07,882.160804,9.164747e-09,8.47238685e-11,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.09740279e-09
8.879397e-07,887.939698,7.940330e-09,7.31000071e-11,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-9.51625340e-10
8.937186e-07,893.718593,6.879480e-09,6.29935769e-11,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-8.25021540e-10
8.994975e-07,899.497487,5.960350e-09,5.42171817e-11,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-7.15095617e-10
9.052764e-07,905.276382,5.164010e-09,4.66057326e-11,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-6.19673069e-10
9.110553e-07,911.055276,4.474057e-09,4.00136973e-11,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-5.36859809e-10
9.168342e-07,916.834171,3.876280e-09,3.43127481e-11,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-4.65006440e-10
9.226131e-07,922.613065,3.358367e-09,2.93897349e-11,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-4.02677003e-10
9.283920e-07,928.391960,2.909647e-09,2.51449322e-11,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-3.48621714e-10
9.341709e-07,934.170854,2.520879e-09,2.14905034e-11,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-3.01753045e-10
9.399497e-07,939.949749,2.184052e-09,1.83491606e-11,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-2.61124951e-10
9.457286e-07,945.728643,1.892227e-09,1.56529760e-11,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-2.25914623e-10
9.515075e-07,951.507538,1.639393e-09,1.33423354e-11,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.95406656e-10
9.572864e-07,957.286432,1.420341e-09,1.13649999e-11,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.68979135e-10
9.630653e-07,963.065327,1.230556e-09,9.67527511e-12,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.46091578e-10
9.688442e-07,968.844221,1.066129e-09,8.23326656e-12,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.26274384e-10
9.746231e-07,974.623116,9.236716e-10,7.00421095e-12,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-1.09119617e-10
9.804020e-07,980.402010,8.002490e-10,5.95788171e-12,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-9.42730251e-11
9.861809e-07,986.180905,6.933177e-10,5.06805138e-12,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-8.14270183e-11
9.919598e-07,991.959799,6.006743e-10,4.31201342e-12,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-7.03145916e-11
9.977387e-07,997.738693,5.204098e-10,3.67015439e-12,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-6.07040338e-11
1.003518e-06,1003.517588,0.000000e+00,0.00000000e+00,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-0.00000000e+00
1.009296e-06,1009.296482,0.000000e+00,0.00000000e+00,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-0.00000000e+00
1.015075e-06,1015.075377,0.000000e+00,0.00000000e+00,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-0.00000000e+00
1.020854e-06,1020.854271,0.000000e+00,0.00000000e+00,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-0.00000000e+00
1.026633e-06,1026.633166,0.000000e+00,0.00000000e+00,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-0.00000000e+00
1.032412e-06,1032.412060,0.000000e+00,0.00000000e+00,1.00000000e+00,1.800000e-01,3.141593e-07,1.019275e-01,5.000000e-08,-0.00000000e+00
