d_m,d_nm,chi_bulk,delta_F_over_F_Cas,F_over_F_Cas,eta,a_vac_imposed_m,kappa,xi_m
1.095980e-06,1095.979899,0.000000e+00,5.86696152e-05,1.00005867e+00,1.500000e-01,3.141593e-07,1.200000e-01,5.000000e-08
1.101759e-06,1101.758794,0.000000e+00,-3.59657854e-05,9.99964034e-01,1.500000e-01,3.141593e-07,1.200000e-01,5.000000e-08
1.107538e-06,1107.537688,0.000000e+00,-1.29319348e-04,9.99870681e-01,1.500000e-01,3.141593e-07,1.200000e-01,5.000000e-08
1.113317e-06,1113.316583,0.000000e+00,-2.20172200e-04,9.99779828e-01,1.500000e-01,3.141593e-07,1.200000e-01,5.000000e-08
1.119095e-06,1119.095477,0.000000e+00,-3.07350941e-04,9.99692649e-01,1.500000e-01,3.141593e-07,1.200000e-01,5.000000e-08
1.124874e-06,1124.874372,0.000000e+00,-3.89742543e-04,9.99610257e-01,1.500000e-01,3.141593e-07,1.200000e-01,5.000000e-08
1.130653e-06,1130.653266,0.000000e+00,-4.66308309e-04,9.99533692e-01,1.500000e-01,3.141593e-07,1.200000e-01,5.000000e-08
1.136432e-06,1136.432161,0.000000e+00,-5.36096727e-04,9.99463903e-01,1.500000e-01,3.141593e-07,1.200000e-01,5.000000e-08
1.142211e-06,1142.211055,0.000000e+00,-5.98255055e-04,9.99401745e-01,1.500000e-01,3.141593e-07,1.200000e-01,5.000000e-08
1.147990e-06,1147.989950,0.000000e+00,-6.52039501e-04,9.99347960e-01,1.500000e-01,3.141593e-07,1.200000e-01,5.000000e-08
1.153769e-06,1153.768844,0.000000e+00,-6.96823884e-04,9.99303176e-01,1.500000e-01,3.141593e-07,1.200000e-01,5.000000e-08
1.159548e-06,1159.547739,0.000000e+00,-7.32106672e-04,9.99267893e-01,1.500000e-01,3.141593e-07,1.200000e-01,5.000000e-08
1.165327e-06,1165.326633,0.000000e+00,-7.57516324e-04,9.99242484e-01,1.500000e-01,3.141593e-07,1.200000e-01,5.000000e-08
1.171106e-06,1171.105528,0.000000e+00,-7.72814883e-04,9.99227185e-01,1.500000e-01,3.141593e-07,1.200000e-01,5.000000e-08
1.176884e-06,1176.884422,0.000000e+00,-7.77899788e-04,9.99222100e-01,1.500000e-01,3.141593e-07,1.200000e-01,5.000000e-08
1.182663e-06,1182.663317,0.000000e+00,-7.72803905e-04,9.99227196e-01,1.500000e-01,3.141593e-07,1.200000e-01,5.000000e-08
1.188442e-06,1188.442211,0.000000e+00,-7.57693776e-04,9.99242306e-01,1.500000e-01,3.141593e-07,1.200000e-01,5.000000e-08
1.194221e-06,1194.221106,0.000000e+00,-7.32866156e-04,9.99267134e-01,1.500000e-01,3.141593e-07,1.200000e-01,5.000000e-08
1.200000e-06,1200.000000,0.000000e+00,-6.98742863e-04,9.99301257e-01,1.500000e-01,3.141593e-07,1.200000e-01,5.000000e-08
