xi_nm,eta_star,kappa_mid,kappa_low,kappa_high,alpha_pref_mid_pct,alpha_bench_pct
10.0,0.12348501403808869,0.011323728531510466,0.005661864265755233,0.011323728531513531,0.20753456163185655,2.19928862887539
20.0,0.19743758317066307,0.018105270596256336,0.009052635298128168,0.018105270596261235,0.2914753782218642,1.931870899176507
50.0,0.21261021092378649,0.01949661932892957,0.009748309664464785,0.01949661932893485,0.21323284741255208,1.3124296708988015
100.0,0.21669016179292208,0.019870755870305686,0.009935377935152843,0.01987075587031107,0.5536502658802728,3.343508034584427
