d_m,d_nm,d_hat,xi_m,z_hat,z_m,rho_norm,depletion
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,2.55063766e-01,1.27531883e-08,2.49672741e-01,7.50327259e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,2.58064516e-01,1.29032258e-08,2.52484320e-01,7.47515680e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,2.61065266e-01,1.30532633e-08,2.55291642e-01,7.44708358e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,2.64066017e-01,1.32033008e-08,2.58094666e-01,7.41905334e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,2.67066767e-01,1.33533383e-08,2.60893352e-01,7.39106648e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,2.70067517e-01,1.35033758e-08,2.63687659e-01,7.36312341e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,2.73068267e-01,1.36534134e-08,2.66477547e-01,7.33522453e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,2.76069017e-01,1.38034509e-08,2.69262978e-01,7.30737022e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,2.79069767e-01,1.39534884e-08,2.72043911e-01,7.27956089e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,2.82070518e-01,1.41035259e-08,2.74820307e-01,7.25179693e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,2.85071268e-01,1.42535634e-08,2.77592128e-01,7.22407872e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,2.88072018e-01,1.44036009e-08,2.80359335e-01,7.19640665e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,2.91072768e-01,1.45536384e-08,2.83121889e-01,7.16878111e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,2.94073518e-01,1.47036759e-08,2.85879754e-01,7.14120246e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,2.97074269e-01,1.48537134e-08,2.88632891e-01,7.11367109e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.00075019e-01,1.50037509e-08,2.91381263e-01,7.08618737e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.03075769e-01,1.51537884e-08,2.94124834e-01,7.05875166e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.06076519e-01,1.53038260e-08,2.96863565e-01,7.03136435e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.09077269e-01,1.54538635e-08,2.99597422e-01,7.00402578e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.12078020e-01,1.56039010e-08,3.02326367e-01,6.97673633e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.15078770e-01,1.57539385e-08,3.05050366e-01,6.94949634e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.18079520e-01,1.59039760e-08,3.07769382e-01,6.92230618e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.21080270e-01,1.60540135e-08,3.10483380e-01,6.89516620e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.24081020e-01,1.62040510e-08,3.13192326e-01,6.86807674e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.27081770e-01,1.63540885e-08,3.15896186e-01,6.84103814e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.30082521e-01,1.65041260e-08,3.18594923e-01,6.81405077e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.33083271e-01,1.66541635e-08,3.21288506e-01,6.78711494e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.36084021e-01,1.68042011e-08,3.23976900e-01,6.76023100e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.39084771e-01,1.69542386e-08,3.26660072e-01,6.73339928e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.42085521e-01,1.71042761e-08,3.29337988e-01,6.70662012e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.45086272e-01,1.72543136e-08,3.32010617e-01,6.67989383e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.48087022e-01,1.74043511e-08,3.34677926e-01,6.65322074e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.51087772e-01,1.75543886e-08,3.37339883e-01,6.62660117e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.54088522e-01,1.77044261e-08,3.39996456e-01,6.60003544e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.57089272e-01,1.78544636e-08,3.42647614e-01,6.57352386e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.60090023e-01,1.80045011e-08,3.45293326e-01,6.54706674e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.63090773e-01,1.81545386e-08,3.47933561e-01,6.52066439e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.66091523e-01,1.83045761e-08,3.50568288e-01,6.49431712e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.69092273e-01,1.84546137e-08,3.53197478e-01,6.46802522e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.72093023e-01,1.86046512e-08,3.55821101e-01,6.44178899e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.75093773e-01,1.87546887e-08,3.58439127e-01,6.41560873e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.78094524e-01,1.89047262e-08,3.61051527e-01,6.38948473e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.81095274e-01,1.90547637e-08,3.63658273e-01,6.36341727e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.84096024e-01,1.92048012e-08,3.66259335e-01,6.33740665e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.87096774e-01,1.93548387e-08,3.68854687e-01,6.31145313e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.90097524e-01,1.95048762e-08,3.71444300e-01,6.28555700e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.93098275e-01,1.96549137e-08,3.74028146e-01,6.25971854e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.96099025e-01,1.98049512e-08,3.76606199e-01,6.23393801e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,3.99099775e-01,1.99549887e-08,3.79178431e-01,6.20821569e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.02100525e-01,2.01050263e-08,3.81744817e-01,6.18255183e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.05101275e-01,2.02550638e-08,3.84305330e-01,6.15694670e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.08102026e-01,2.04051013e-08,3.86859944e-01,6.13140056e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.11102776e-01,2.05551388e-08,3.89408633e-01,6.10591367e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.14103526e-01,2.07051763e-08,3.91951374e-01,6.08048626e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.17104276e-01,2.08552138e-08,3.94488140e-01,6.05511860e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.20105026e-01,2.10052513e-08,3.97018907e-01,6.02981093e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.23105776e-01,2.11552888e-08,3.99543652e-01,6.00456348e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.26106527e-01,2.13053263e-08,4.02062349e-01,5.97937651e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.29107277e-01,2.14553638e-08,4.04574977e-01,5.95425023e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.32108027e-01,2.16054014e-08,4.07081511e-01,5.92918489e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.35108777e-01,2.17554389e-08,4.09581929e-01,5.90418071e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.38109527e-01,2.19054764e-08,4.12076208e-01,5.87923792e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.41110278e-01,2.20555139e-08,4.14564326e-01,5.85435674e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.44111028e-01,2.22055514e-08,4.17046262e-01,5.82953738e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.47111778e-01,2.23555889e-08,4.19521993e-01,5.80478007e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.50112528e-01,2.25056264e-08,4.21991499e-01,5.78008501e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.53113278e-01,2.26556639e-08,4.24454759e-01,5.75545241e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.56114029e-01,2.28057014e-08,4.26911751e-01,5.73088249e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.59114779e-01,2.29557389e-08,4.29362457e-01,5.70637543e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.62115529e-01,2.31057764e-08,4.31806856e-01,5.68193144e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.65116279e-01,2.32558140e-08,4.34244928e-01,5.65755072e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.68117029e-01,2.34058515e-08,4.36676655e-01,5.63323345e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.71117779e-01,2.35558890e-08,4.39102017e-01,5.60897983e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.74118530e-01,2.37059265e-08,4.41520996e-01,5.58479004e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.77119280e-01,2.38559640e-08,4.43933574e-01,5.56066426e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.80120030e-01,2.40060015e-08,4.46339733e-01,5.53660267e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.83120780e-01,2.41560390e-08,4.48739455e-01,5.51260545e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.86121530e-01,2.43060765e-08,4.51132723e-01,5.48867277e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.89122281e-01,2.44561140e-08,4.53519520e-01,5.46480480e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.92123031e-01,2.46061515e-08,4.55899830e-01,5.44100170e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.95123781e-01,2.47561890e-08,4.58273635e-01,5.41726365e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,4.98124531e-01,2.49062266e-08,4.60640921e-01,5.39359079e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.01125281e-01,2.50562641e-08,4.63001672e-01,5.36998328e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.04126032e-01,2.52063016e-08,4.65355872e-01,5.34644128e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.07126782e-01,2.53563391e-08,4.67703506e-01,5.32296494e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.10127532e-01,2.55063766e-08,4.70044560e-01,5.29955440e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.13128282e-01,2.56564141e-08,4.72379019e-01,5.27620981e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.16129032e-01,2.58064516e-08,4.74706869e-01,5.25293131e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.19129782e-01,2.59564891e-08,4.77028097e-01,5.22971903e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.22130533e-01,2.61065266e-08,4.79342689e-01,5.20657311e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.25131283e-01,2.62565641e-08,4.81650632e-01,5.18349368e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.28132033e-01,2.64066017e-08,4.83951913e-01,5.16048087e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.31132783e-01,2.65566392e-08,4.86246520e-01,5.13753480e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.34133533e-01,2.67066767e-08,4.88534440e-01,5.11465560e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.37134284e-01,2.68567142e-08,4.90815663e-01,5.09184337e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.40135034e-01,2.70067517e-08,4.93090175e-01,5.06909825e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.43135784e-01,2.71567892e-08,4.95357967e-01,5.04642033e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.46136534e-01,2.73068267e-08,4.97619027e-01,5.02380973e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.49137284e-01,2.74568642e-08,4.99873344e-01,5.00126656e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.52138035e-01,2.76069017e-08,5.02120909e-01,4.97879091e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.55138785e-01,2.77569392e-08,5.04361711e-01,4.95638289e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.58139535e-01,2.79069767e-08,5.06595740e-01,4.93404260e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.61140285e-01,2.80570143e-08,5.08822987e-01,4.91177013e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.64141035e-01,2.82070518e-08,5.11043444e-01,4.88956556e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.67141785e-01,2.83570893e-08,5.13257101e-01,4.86742899e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.70142536e-01,2.85071268e-08,5.15463949e-01,4.84536051e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.73143286e-01,2.86571643e-08,5.17663981e-01,4.82336019e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.76144036e-01,2.88072018e-08,5.19857189e-01,4.80142811e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.79144786e-01,2.89572393e-08,5.22043565e-01,4.77956435e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.82145536e-01,2.91072768e-08,5.24223101e-01,4.75776899e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.85146287e-01,2.92573143e-08,5.26395791e-01,4.73604209e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.88147037e-01,2.94073518e-08,5.28561628e-01,4.71438372e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.91147787e-01,2.95573893e-08,5.30720606e-01,4.69279394e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.94148537e-01,2.97074269e-08,5.32872718e-01,4.67127282e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,5.97149287e-01,2.98574644e-08,5.35017958e-01,4.64982042e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,6.00150038e-01,3.00075019e-08,5.37156322e-01,4.62843678e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,6.03150788e-01,3.01575394e-08,5.39287803e-01,4.60712197e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,6.06151538e-01,3.03075769e-08,5.41412396e-01,4.58587604e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,6.09152288e-01,3.04576144e-08,5.43530097e-01,4.56469903e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,6.12153038e-01,3.06076519e-08,5.45640902e-01,4.54359098e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,6.15153788e-01,3.07576894e-08,5.47744806e-01,4.52255194e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,6.18154539e-01,3.09077269e-08,5.49841805e-01,4.50158195e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,6.21155289e-01,3.10577644e-08,5.51931895e-01,4.48068105e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,6.24156039e-01,3.12078020e-08,5.54015074e-01,4.45984926e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,6.27156789e-01,3.13578395e-08,5.56091338e-01,4.43908662e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,6.30157539e-01,3.15078770e-08,5.58160684e-01,4.41839316e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,6.33158290e-01,3.16579145e-08,5.60223110e-01,4.39776890e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,6.36159040e-01,3.18079520e-08,5.62278613e-01,4.37721387e-01
6.000000e-07,600.000000,1.200000e+01,5.000000e-08,6.39159790e-01,3.19579895e-08,5.64327192e-01,4.35672808e-01
